transaction_id,vendor_id,vendor_name,gstin,department,category,invoice_date,due_date,payment_date,amount,has_purchase_order,invoice_number,approved_by,status
TXN0483,V005,Tech Mahindra,27AABCT7890E5Z7,Legal,Office Supplies,2024-11-27,2024-12-27,2024-12-26,189699.6,True,INV-682032,Priya Sharma,Paid
TXN0484,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Travel,2024-11-01,2024-12-01,2024-11-22,200070.44,True,INV-419491,Priya Sharma,Paid
TXN0485,V004,HCL Technologies,06AABCH3456D4Z9,HR,Office Supplies,2024-09-19,2024-10-19,2024-10-16,75515.28,True,INV-975297,Amit Patel,Paid
TXN0486,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Office Supplies,2024-10-17,2024-11-16,2024-11-02,426864.31,True,INV-675512,Sneha Reddy,Disputed
TXN0487,V002,Infosys Limited,29AABCI5678B2Z3,Operations,Office Supplies,2024-02-04,2024-03-05,2024-03-01,129090.37,True,INV-610856,Amit Patel,Paid
TXN0488,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Office Supplies,2024-04-30,2024-05-30,2024-05-20,54522.3,False,INV-302897,Amit Patel,Pending
TXN0489,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Operations,Travel,2024-12-03,2025-01-02,2024-12-23,156309.37,True,INV-694397,Amit Patel,Paid
TXN0490,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Finance,Software,2024-06-09,2024-07-09,2024-07-05,126856.69,True,INV-771967,Sneha Reddy,Paid
TXN0491,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Office Supplies,2024-06-18,2024-07-18,2024-07-10,439553.49,True,INV-912402,Amit Patel,Pending
TXN0492,V009,Shell India,07AABCS1234F6Z2,IT,Hardware,2024-11-26,2024-12-26,2024-12-12,305280.69,True,INV-966589,Priya Sharma,Disputed
TXN0493,V004,HCL Technologies,06AABCH3456D4Z9,Operations,Office Supplies,2024-11-16,2024-12-16,2024-12-14,42848.88,True,INV-990856,Ravi Kumar,Disputed
TXN0494,V010,Siemens India,27AABCS5678G7Z4,HR,Travel,2024-04-18,2024-05-18,2024-05-09,453620.27,True,INV-665892,Sneha Reddy,Paid
TXN0495,V006,Reliance Industries,27AAACR5055K1ZT,HR,Hardware,2024-10-28,2024-11-27,2024-11-22,367947.28,True,INV-625465,Ravi Kumar,Pending
TXN0496,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Software,2024-12-05,2025-01-04,2024-12-22,123246.0,True,INV-817395,Priya Sharma,Disputed
TXN0497,V003,Wipro Technologies,29AABCW9012C3Z1,HR,Hardware,2024-04-01,2024-05-01,2024-04-21,285346.84,True,INV-253300,Sneha Reddy,Paid
TXN0498,V001,Tata Consultancy Services,27AABCT1234A1Z5,Finance,Maintenance,2024-04-28,2024-05-28,2024-05-22,36116.27,True,INV-801062,Priya Sharma,Disputed
TXN0499,V006,Reliance Industries,27AAACR5055K1ZT,HR,Maintenance,2024-08-20,2024-09-19,2024-09-18,441368.23,True,INV-439813,Ravi Kumar,Disputed
TXN0500,V005,Tech Mahindra,27AABCT7890E5Z7,Legal,Consulting,2024-10-23,2024-11-22,2024-11-19,274453.28,True,INV-496905,Amit Patel,Disputed
